day,year,mo,da,collision_date,borough,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,Num_collision
2,2016,01,19,2016-01-19,BRONX,25.5,4.8,1007.1,10.0,21.7,27.0,38.1,37.9,21.9,0.02,999.9,0,65
3,2016,01,20,2016-01-20,BRONX,29.4,11.2,1014.4,10.0,18.9,27.0,36.9,37.0,21.9,0.0,999.9,0,61
4,2016,01,21,2016-01-21,BRONX,30.9,10.8,1015.8,10.0,14.5,20.0,27.0,37.0,25.0,0.0,999.9,0,56
5,2016,01,22,2016-01-22,BRONX,28.0,11.8,1020.4,10.0,13.1,22.0,29.9,35.1,21.9,0.0,999.9,0,62
6,2016,01,23,2016-01-23,BRONX,34.6,25.4,1014.3,6.1,17.5,32.1,52.1,37.9,21.9,0.0,999.9,1,48
7,2016,01,24,2016-01-24,BRONX,34.5,27.9,1005.7,6.3,25.6,36.9,49.0,37.9,33.1,0.37,999.9,0,69
1,2016,01,25,2016-01-25,BRONX,33.5,21.2,1021.4,10.0,6.5,8.9,999.9,37.9,30.0,0.02,999.9,0,57
2,2016,01,26,2016-01-26,BRONX,42.2,36.4,1021.5,9.1,11.1,17.1,999.9,48.2,28.9,0.0,999.9,0,82
3,2016,01,27,2016-01-27,BRONX,43.0,36.7,1014.0,7.5,9.4,15.0,999.9,48.0,36.0,0.0,999.9,0,77
4,2016,01,28,2016-01-28,BRONX,35.0,24.4,1016.1,10.0,4.3,8.9,999.9,46.0,23.0,0.09,999.9,0,69
5,2016,01,29,2016-01-29,BRONX,41.3,36.8,999.4,10.0,5.9,9.9,999.9,45.0,23.0,0.0,999.9,0,72
6,2016,01,30,2016-01-30,BRONX,37.8,27.3,1011.0,10.0,11.6,15.0,22.9,45.0,34.0,0.0,999.9,0,61
7,2016,01,31,2016-01-31,BRONX,45.0,39.0,1014.8,8.6,12.5,17.1,24.1,50.0,34.0,0.0,999.9,0,53
1,2016,02,01,2016-02-01,BRONX,47.6,43.1,1009.6,6.9,11.8,15.9,22.0,52.0,43.0,0.0,999.9,0,74
2,2016,02,02,2016-02-02,BRONX,43.2,32.2,1021.5,10.0,6.5,14.0,999.9,52.0,34.0,0.07,999.9,0,59
3,2016,02,03,2016-02-03,BRONX,42.6,37.8,1025.6,9.5,11.9,21.0,999.9,51.1,30.9,0.0,999.9,0,62
4,2016,02,04,2016-02-04,BRONX,51.6,49.4,1015.2,3.1,13.0,21.0,28.0,54.0,35.1,0.75,999.9,1,62
5,2016,02,05,2016-02-05,BRONX,40.8,38.4,1012.4,3.5,17.9,31.1,44.1,54.0,32.0,1.44,999.9,1,58
6,2016,02,06,2016-02-06,BRONX,32.3,23.3,1026.1,9.9,12.1,28.0,35.0,45.0,28.0,1.05,999.9,0,66
7,2016,02,07,2016-02-07,BRONX,38.7,30.1,1022.3,10.0,6.7,12.0,999.9,44.1,28.0,0.0,999.9,0,40
1,2016,02,08,2016-02-08,BRONX,36.4,31.4,1009.0,3.8,25.8,38.1,49.9,44.1,32.0,0.15,999.9,1,52
2,2016,02,09,2016-02-09,BRONX,33.1,27.8,1003.6,8.1,11.5,21.0,28.0,42.1,30.9,0.06,999.9,0,59
3,2016,02,10,2016-02-10,BRONX,33.5,28.0,1002.2,9.1,4.2,8.9,999.9,37.9,28.0,0.0,999.9,0,56
4,2016,02,11,2016-02-11,BRONX,31.5,21.3,1005.7,9.5,11.2,21.0,31.1,37.9,23.0,0.01,999.9,0,59
5,2016,02,12,2016-02-12,BRONX,19.3,4.2,1019.2,10.0,14.0,24.1,35.9,36.0,15.1,0.0,999.9,0,63
6,2016,02,13,2016-02-13,BRONX,23.5,11.8,1011.5,7.4,12.2,24.1,29.9,27.0,12.9,0.0,999.9,0,51
7,2016,02,14,2016-02-14,BRONX,5.8,-6.7,1024.1,8.5,16.3,22.9,36.9,27.0,-2.0,0.0,999.9,0,24
1,2016,02,15,2016-02-15,BRONX,18.6,7.0,1034.4,9.3,6.0,18.1,999.9,35.6,8.1,0.0,999.9,0,30
2,2016,02,16,2016-02-16,BRONX,44.5,41.7,1018.9,4.8,18.5,26.0,38.1,50.0,36.0,0.02,999.9,1,85
3,2016,02,17,2016-02-17,BRONX,41.5,35.8,1011.9,6.2,12.0,17.1,22.0,50.0,35.1,1.02,999.9,1,52
4,2016,02,18,2016-02-18,BRONX,36.0,23.1,1023.3,10.0,12.5,18.1,25.1,44.1,32.0,0.0,999.9,0,65
5,2016,02,19,2016-02-19,BRONX,34.7,21.7,1031.3,10.0,10.7,18.1,24.1,39.9,32.0,0.0,999.9,0,49
6,2016,02,20,2016-02-20,BRONX,42.8,36.4,1018.4,8.8,12.5,15.9,21.0,48.9,32.0,0.03,999.9,0,50
7,2016,02,21,2016-02-21,BRONX,46.8,38.5,1010.7,8.4,11.2,14.0,999.9,54.0,39.0,0.0,999.9,0,44
1,2016,02,22,2016-02-22,BRONX,41.8,31.7,1017.1,10.0,9.2,15.9,22.9,54.0,32.0,0.07,999.9,0,70
2,2016,02,23,2016-02-23,BRONX,36.5,26.3,1028.2,10.0,9.9,15.9,22.9,45.0,28.9,0.04,999.9,0,69
3,2016,02,24,2016-02-24,BRONX,46.9,43.7,1020.0,6.0,12.7,17.1,22.9,53.6,41.0,0.03,999.9,0,48
4,2016,02,25,2016-02-25,BRONX,51.0,47.1,995.4,4.2,20.9,29.9,38.1,57.2,45.0,0.18,999.9,1,78
5,2016,02,26,2016-02-26,BRONX,40.2,23.9,1001.8,9.5,20.8,29.9,36.9,57.0,35.1,0.04,999.9,0,45
6,2016,02,27,2016-02-27,BRONX,30.7,11.4,1016.4,10.0,11.6,21.0,27.0,42.1,25.0,0.0,999.9,0,47
7,2016,02,28,2016-02-28,BRONX,42.8,31.7,1013.4,10.0,16.6,21.0,27.0,48.9,25.0,0.0,999.9,0,61
1,2016,02,29,2016-02-29,BRONX,47.8,40.9,1006.4,7.2,17.0,21.0,27.0,54.0,39.9,0.0,999.9,0,66
2,2016,03,01,2016-03-01,BRONX,43.2,29.0,1016.6,9.3,12.1,17.1,22.9,54.0,39.0,0.0,999.9,0,69
3,2016,03,02,2016-03-02,BRONX,45.7,38.8,1008.2,6.8,18.2,25.1,31.1,52.0,37.0,0.15,999.9,0,56
4,2016,03,03,2016-03-03,BRONX,29.9,11.8,1019.2,10.0,12.2,19.0,28.9,36.0,25.0,0.14,999.9,0,64
5,2016,03,04,2016-03-04,BRONX,33.9,26.2,1021.7,6.9,8.5,24.1,33.0,39.0,25.0,0.0,999.9,0,70
6,2016,03,05,2016-03-05,BRONX,34.8,22.6,1017.4,9.1,20.8,32.1,42.0,39.0,30.0,0.37,999.9,0,75
7,2016,03,06,2016-03-06,BRONX,33.2,18.7,1024.3,10.0,3.1,8.0,999.9,41.0,23.0,0.0,999.9,0,58
1,2016,03,07,2016-03-07,BRONX,36.8,26.1,1023.5,9.9,9.0,18.1,999.9,46.0,23.0,0.0,999.9,0,46
2,2016,03,08,2016-03-08,BRONX,44.4,36.5,1019.8,8.8,8.5,13.0,999.9,51.1,26.1,0.0,999.9,0,67
3,2016,03,09,2016-03-09,BRONX,46.4,41.8,1020.9,8.0,9.4,14.0,999.9,55.0,37.9,0.0,999.9,0,76
4,2016,03,10,2016-03-10,BRONX,49.6,43.8,1014.8,7.6,10.9,15.9,999.9,62.1,41.0,0.0,999.9,0,57
5,2016,03,11,2016-03-11,BRONX,46.8,42.9,1013.9,7.6,10.1,18.1,22.9,62.1,39.9,0.15,999.9,1,69
6,2016,03,12,2016-03-12,BRONX,41.2,35.4,1024.0,8.8,6.6,14.0,999.9,55.0,30.9,0.02,999.9,0,67
7,2016,03,13,2016-03-13,BRONX,50.1,35.2,1015.2,10.0,11.8,15.9,22.9,57.9,30.9,0.0,999.9,0,30
1,2016,03,14,2016-03-14,BRONX,43.8,33.8,1022.8,9.5,12.3,20.0,28.9,46.0,41.0,0.0,999.9,0,53
2,2016,03,15,2016-03-15,BRONX,48.3,45.7,1010.6,3.4,17.3,25.1,35.0,54.0,41.0,0.57,999.9,1,46
3,2016,03,16,2016-03-16,BRONX,45.2,41.9,1007.8,7.7,15.7,24.1,29.9,51.1,43.0,0.18,999.9,1,49
4,2016,03,17,2016-03-17,BRONX,45.4,42.5,1008.2,5.9,8.5,15.0,999.9,48.9,42.8,0.01,999.9,0,45
5,2016,03,18,2016-03-18,BRONX,47.0,37.0,1006.7,9.9,12.3,20.0,29.9,54.0,39.0,0.0,999.9,0,53
6,2016,03,19,2016-03-19,BRONX,40.0,21.4,1016.0,10.0,10.0,15.0,20.0,54.0,35.1,0.0,999.9,0,49
7,2016,03,20,2016-03-20,BRONX,37.2,22.6,1019.8,10.0,11.3,19.0,22.9,43.0,32.0,0.0,999.9,0,40
1,2016,03,21,2016-03-21,BRONX,37.4,32.0,1008.7,7.3,16.0,22.0,31.1,43.0,34.0,0.35,999.9,0,57
2,2016,03,22,2016-03-22,BRONX,40.8,23.9,1015.9,10.0,16.0,22.0,28.0,45.0,35.1,0.01,999.9,0,46
3,2016,03,23,2016-03-23,BRONX,48.6,40.2,1015.8,8.5,13.5,18.1,25.1,53.1,43.0,0.0,999.9,0,61
4,2016,03,24,2016-03-24,BRONX,45.1,38.1,1020.2,9.6,11.3,15.9,24.1,54.0,42.1,0.0,999.9,0,59
5,2016,03,25,2016-03-25,BRONX,50.8,48.5,1011.0,2.7,10.8,19.0,25.1,55.9,42.1,0.0,999.9,1,47
6,2016,03,26,2016-03-26,BRONX,44.8,37.6,1022.2,9.3,15.1,21.0,28.9,55.9,36.0,0.9,999.9,1,55
7,2016,03,27,2016-03-27,BRONX,40.0,32.8,1028.8,9.8,5.4,9.9,999.9,46.9,37.0,0.0,999.9,0,44
1,2016,03,28,2016-03-28,BRONX,45.1,41.4,1008.2,5.9,11.8,18.1,26.0,55.0,37.0,0.02,999.9,1,56
2,2016,03,29,2016-03-29,BRONX,48.6,34.9,1003.4,9.7,19.6,25.1,35.0,55.0,41.0,0.44,999.9,1,60
3,2016,03,30,2016-03-30,BRONX,43.4,24.8,1023.9,10.0,13.2,21.0,27.0,55.0,37.9,0.0,999.9,0,49
4,2016,03,31,2016-03-31,BRONX,51.0,44.6,1019.5,8.7,13.1,17.1,999.9,59.0,37.9,0.0,999.9,0,51
2,2016,04,05,2016-04-05,BRONX,35.1,23.5,1019.3,9.8,19.5,28.0,34.0,45.0,30.9,0.0,999.9,0,60
3,2016,04,06,2016-04-06,BRONX,37.0,15.3,1026.7,10.0,10.7,19.0,26.0,44.1,28.9,0.0,999.9,0,59
4,2016,04,07,2016-04-07,BRONX,50.9,44.8,1013.6,7.6,21.9,32.1,40.0,57.0,32.0,99.99,999.9,0,64
5,2016,04,08,2016-04-08,BRONX,49.7,43.2,1001.5,7.3,15.9,29.9,46.0,57.0,44.1,0.44,999.9,0,66
6,2016,04,09,2016-04-09,BRONX,41.8,25.1,1007.5,10.0,9.7,14.0,21.0,53.1,35.1,0.0,999.9,0,50
7,2016,04,10,2016-04-10,BRONX,40.6,23.9,1019.2,10.0,15.7,22.0,28.9,48.0,35.1,0.0,999.9,0,55
1,2016,04,11,2016-04-11,BRONX,47.8,38.9,1026.0,9.9,12.8,17.1,999.9,55.0,35.1,0.0,999.9,0,66
2,2016,04,12,2016-04-12,BRONX,52.5,48.6,1018.9,6.4,13.6,18.1,999.9,57.9,44.1,0.0,999.9,0,62
3,2016,04,13,2016-04-13,BRONX,46.7,34.2,1025.8,9.8,12.9,18.1,27.0,57.9,37.9,0.13,999.9,0,62
4,2016,04,14,2016-04-14,BRONX,44.0,32.4,1026.1,10.0,15.8,26.0,33.0,52.0,35.1,0.0,999.9,0,47
5,2016,04,15,2016-04-15,BRONX,46.4,28.4,1027.7,10.0,17.6,26.0,35.0,53.1,39.9,0.0,999.9,0,57
6,2016,04,16,2016-04-16,BRONX,44.3,33.2,1028.2,10.0,22.9,28.9,38.1,46.9,42.8,0.0,999.9,0,71
7,2016,04,17,2016-04-17,BRONX,45.8,36.5,1027.9,10.0,15.4,22.9,29.9,52.0,42.1,0.0,999.9,0,61
1,2016,04,18,2016-04-18,BRONX,49.5,35.9,1022.5,10.0,6.0,12.0,999.9,64.0,37.0,0.0,999.9,0,76
2,2016,04,19,2016-04-19,BRONX,46.9,40.0,1016.0,9.8,7.9,20.0,999.9,64.0,37.9,0.0,999.9,0,69
3,2016,04,20,2016-04-20,BRONX,47.3,33.8,1020.5,10.0,11.7,24.1,28.0,55.0,37.9,0.01,999.9,0,75
4,2016,04,21,2016-04-21,BRONX,49.6,39.0,1020.5,10.0,13.4,20.0,27.0,59.0,39.0,0.0,999.9,0,63
5,2016,04,22,2016-04-22,BRONX,55.4,48.4,1013.8,8.7,10.2,15.9,999.9,72.0,44.1,0.0,999.9,1,57
6,2016,04,23,2016-04-23,BRONX,53.4,49.8,1009.0,5.6,9.3,19.0,26.0,72.0,50.0,0.13,999.9,1,75
7,2016,04,24,2016-04-24,BRONX,49.1,31.2,1014.6,10.0,13.4,21.0,27.0,60.1,44.1,0.26,999.9,0,47
1,2016,04,25,2016-04-25,BRONX,48.4,36.3,1017.1,10.0,9.2,14.0,999.9,55.0,37.0,0.0,999.9,0,49
2,2016,04,26,2016-04-26,BRONX,46.8,42.8,1010.4,9.0,9.4,18.1,25.1,55.0,39.9,0.07,999.9,0,47
3,2016,04,27,2016-04-27,BRONX,45.0,36.9,1011.9,10.0,7.8,12.0,999.9,51.1,41.0,0.24,999.9,0,57
4,2016,04,28,2016-04-28,BRONX,47.7,34.1,1015.8,10.0,10.1,15.0,999.9,54.0,41.0,0.0,999.9,0,56
5,2016,04,29,2016-04-29,BRONX,46.1,33.9,1020.4,10.0,9.4,14.0,19.0,54.0,42.1,0.0,999.9,0,57
6,2016,04,30,2016-04-30,BRONX,47.3,33.1,1022.4,10.0,8.7,17.1,22.0,54.0,37.0,0.0,999.9,0,61
5,2016,04,01,2016-04-01,BRONX,54.8,52.5,1007.0,2.2,18.2,29.9,39.0,59.0,46.0,0.01,999.9,1,72
6,2016,04,02,2016-04-02,BRONX,50.4,47.7,1000.0,5.0,8.5,18.1,25.1,59.0,46.0,0.79,999.9,1,57
7,2016,04,03,2016-04-03,BRONX,41.7,32.9,1000.2,8.3,17.5,35.9,51.1,53.1,33.1,1.12,999.9,0,60
1,2016,04,04,2016-04-04,BRONX,36.5,22.1,1015.4,8.2,10.3,20.0,29.9,46.9,30.9,0.07,999.9,0,63
7,2016,05,01,2016-05-01,BRONX,45.2,36.3,1024.0,9.7,6.1,13.0,999.9,55.0,37.0,0.0,999.9,0,46
1,2016,05,02,2016-05-02,BRONX,51.3,48.0,1015.7,4.9,10.6,15.9,999.9,55.9,37.0,0.22,999.9,1,47
2,2016,05,03,2016-05-03,BRONX,48.2,45.0,1011.7,8.2,9.0,14.0,999.9,54.0,46.4,0.04,999.9,0,70
3,2016,05,04,2016-05-04,BRONX,47.3,43.5,1009.6,7.9,12.8,26.0,29.9,50.0,45.0,0.71,999.9,0,64
4,2016,05,05,2016-05-05,BRONX,45.5,43.9,1003.7,5.9,21.5,26.0,35.0,50.0,45.0,0.52,999.9,0,61
5,2016,05,06,2016-05-06,BRONX,48.5,43.5,1006.6,9.4,16.5,27.0,36.9,53.1,44.1,0.93,999.9,0,73
6,2016,05,07,2016-05-07,BRONX,52.5,48.8,1008.9,5.1,8.1,14.0,21.0,66.0,44.1,0.0,999.9,1,75
7,2016,05,08,2016-05-08,BRONX,48.5,46.1,1005.4,2.9,9.6,14.0,999.9,66.0,45.0,0.0,999.9,1,68
1,2016,05,09,2016-05-09,BRONX,54.0,40.6,1013.2,10.0,13.8,22.9,29.9,61.0,45.0,0.01,999.9,0,85
2,2016,05,10,2016-05-10,BRONX,51.9,38.2,1020.6,10.0,9.0,17.1,999.9,61.0,39.9,0.0,999.9,0,73
3,2016,05,11,2016-05-11,BRONX,55.6,42.2,1020.2,10.0,7.6,12.0,999.9,66.0,39.9,0.0,999.9,0,77
4,2016,05,12,2016-05-12,BRONX,55.2,45.5,1020.0,9.4,4.4,8.9,999.9,68.0,42.1,0.0,999.9,0,75
5,2016,05,13,2016-05-13,BRONX,55.5,51.7,1014.8,6.6,8.3,14.0,999.9,68.0,42.1,0.0,999.9,1,73
6,2016,05,14,2016-05-14,BRONX,59.4,54.0,1006.2,6.9,8.1,12.0,999.9,70.0,45.0,0.1,999.9,1,68
7,2016,05,15,2016-05-15,BRONX,55.7,46.4,1004.0,8.9,16.3,24.1,35.9,70.0,52.0,0.09,999.9,0,49
1,2016,05,16,2016-05-16,BRONX,50.8,31.4,1012.1,10.0,19.8,28.9,36.9,60.1,46.0,0.0,999.9,0,79
2,2016,05,17,2016-05-17,BRONX,55.0,44.5,1019.8,10.0,11.9,18.1,24.1,63.0,46.0,0.0,999.9,0,66
3,2016,05,18,2016-05-18,BRONX,55.5,45.2,1019.6,10.0,11.0,21.0,27.0,63.0,48.0,0.06,999.9,0,55
4,2016,05,19,2016-05-19,BRONX,53.9,44.5,1019.1,10.0,6.7,12.0,15.0,63.0,45.0,0.05,999.9,0,59
5,2016,05,20,2016-05-20,BRONX,56.4,47.9,1021.7,10.0,6.6,12.0,999.9,70.0,46.0,0.0,999.9,0,78
6,2016,05,21,2016-05-21,BRONX,55.7,48.8,1021.0,9.7,6.5,9.9,999.9,70.0,46.0,0.0,999.9,0,45
7,2016,05,22,2016-05-22,BRONX,56.3,52.2,1009.8,9.0,14.2,21.0,28.9,62.1,46.9,0.07,999.9,0,53
1,2016,05,23,2016-05-23,BRONX,59.4,50.3,1011.9,10.0,9.6,15.9,999.9,72.0,52.0,0.03,999.9,0,61
2,2016,05,24,2016-05-24,BRONX,54.6,52.0,1011.7,4.4,10.7,15.9,18.1,72.0,51.1,0.0,999.9,1,71
3,2016,05,25,2016-05-25,BRONX,57.9,53.4,1015.7,7.7,8.7,14.0,999.9,64.0,51.1,0.01,999.9,0,73
4,2016,05,26,2016-05-26,BRONX,65.7,53.9,1018.1,9.7,7.7,15.0,21.0,78.1,54.0,0.0,999.9,0,70
5,2016,05,27,2016-05-27,BRONX,60.0,55.8,1020.0,6.5,8.2,12.0,999.9,78.1,55.9,0.0,999.9,1,80
6,2016,05,28,2016-05-28,BRONX,62.5,57.3,1020.2,9.2,11.6,17.1,24.1,68.0,55.9,0.0,999.9,0,64
7,2016,05,29,2016-05-29,BRONX,64.6,58.2,1021.1,10.0,7.7,13.0,999.9,75.0,59.0,0.0,999.9,0,51
1,2016,05,30,2016-05-30,BRONX,62.4,60.5,1017.0,2.0,9.0,17.1,22.0,75.0,59.0,0.01,999.9,1,56
2,2016,05,31,2016-05-31,BRONX,62.8,60.6,1014.4,4.9,10.1,19.0,24.1,70.0,60.1,0.03,999.9,1,69
3,2016,06,01,2016-06-01,BRONX,64.0,56.4,1018.2,7.6,9.1,15.9,22.0,73.0,57.0,0.05,999.9,1,74
4,2016,06,02,2016-06-02,BRONX,55.7,53.5,1021.8,6.8,9.3,13.0,15.0,73.0,52.0,0.01,999.9,1,60
5,2016,06,03,2016-06-03,BRONX,58.4,55.9,1018.3,7.8,6.7,9.9,999.9,64.4,55.0,0.0,999.9,0,61
6,2016,06,04,2016-06-04,BRONX,60.2,58.0,1015.6,4.2,5.3,9.9,999.9,73.9,54.0,0.0,999.9,1,58
7,2016,06,05,2016-06-05,BRONX,58.4,56.9,1012.4,3.4,10.3,19.0,26.0,73.9,54.0,0.0,999.9,1,49
1,2016,06,06,2016-06-06,BRONX,62.9,61.1,1004.2,3.9,12.3,22.0,32.1,69.1,55.0,1.79,999.9,1,70
2,2016,06,07,2016-06-07,BRONX,61.2,59.8,1002.7,3.8,8.7,14.0,999.9,69.1,59.0,0.0,999.9,1,64
3,2016,06,08,2016-06-08,BRONX,61.7,55.2,998.6,8.4,12.6,22.0,28.0,66.9,57.9,0.0,999.9,1,63
4,2016,06,09,2016-06-09,BRONX,59.9,46.7,1003.8,10.0,16.7,22.0,32.1,68.0,54.0,0.01,999.9,0,48
5,2016,06,10,2016-06-10,BRONX,59.2,45.1,1011.3,10.0,10.6,17.1,22.9,68.0,53.1,0.0,999.9,0,77
6,2016,06,11,2016-06-11,BRONX,58.1,53.3,1014.9,9.8,9.6,17.1,20.0,64.0,53.1,0.0,999.9,0,56
7,2016,06,12,2016-06-12,BRONX,66.0,56.0,1001.7,7.3,12.5,19.0,31.1,81.0,55.0,0.06,999.9,0,69
1,2016,06,13,2016-06-13,BRONX,61.5,47.2,1004.4,10.0,13.3,22.0,28.0,81.0,54.0,0.0,999.9,0,68
2,2016,06,14,2016-06-14,BRONX,62.2,50.0,1008.3,10.0,12.9,18.1,26.0,72.0,54.0,0.0,999.9,0,72
3,2016,06,15,2016-06-15,BRONX,63.7,55.0,1011.7,10.0,8.9,14.0,999.9,73.9,55.0,0.0,999.9,0,67
4,2016,06,16,2016-06-16,BRONX,65.2,56.3,1009.1,10.0,6.6,14.0,21.0,73.9,55.0,0.0,999.9,0,58
5,2016,06,17,2016-06-17,BRONX,63.0,51.5,1012.4,10.0,7.4,12.0,999.9,73.0,55.9,0.0,999.9,0,75
6,2016,06,18,2016-06-18,BRONX,62.6,53.5,1021.7,10.0,7.3,11.1,999.9,73.0,53.1,0.0,999.9,0,64
7,2016,06,19,2016-06-19,BRONX,59.9,51.5,1027.6,10.0,9.8,14.0,999.9,73.0,53.1,0.0,999.9,0,48
1,2016,06,20,2016-06-20,BRONX,61.4,55.9,1022.8,10.0,8.6,12.0,999.9,66.9,54.0,0.0,999.9,0,64
2,2016,06,21,2016-06-21,BRONX,63.6,59.9,1010.5,7.4,12.2,17.1,27.0,69.1,57.0,0.13,999.9,0,66
3,2016,06,22,2016-06-22,BRONX,65.6,60.2,1009.3,7.2,7.9,15.9,21.0,71.1,55.9,0.09,999.9,0,57
4,2016,06,23,2016-06-23,BRONX,63.0,59.4,1012.3,8.3,7.0,11.1,999.9,71.1,55.9,0.0,999.9,1,58
5,2016,06,24,2016-06-24,BRONX,65.3,56.6,1015.9,8.8,7.8,15.0,999.9,75.0,57.0,0.0,999.9,0,74
6,2016,06,25,2016-06-25,BRONX,62.1,52.1,1021.7,10.0,8.0,12.0,18.1,75.0,53.1,0.0,999.9,0,52
7,2016,06,26,2016-06-26,BRONX,60.8,49.4,1023.3,10.0,5.7,8.9,999.9,71.1,50.0,0.0,999.9,0,60
1,2016,06,27,2016-06-27,BRONX,64.3,58.3,1020.6,10.0,9.3,14.0,999.9,71.1,50.0,0.0,999.9,0,66
2,2016,06,28,2016-06-28,BRONX,66.1,64.0,1017.2,7.5,8.1,11.1,999.9,71.1,60.1,0.0,999.9,1,47
3,2016,06,29,2016-06-29,BRONX,67.2,64.8,1012.9,7.2,7.5,12.0,999.9,72.0,64.0,0.0,999.9,1,53
4,2016,06,30,2016-06-30,BRONX,68.9,63.6,1014.4,5.9,6.4,9.9,999.9,77.0,63.0,0.0,999.9,1,72
5,2016,07,01,2016-07-01,BRONX,66.9,63.6,1017.1,7.8,8.7,17.1,999.9,77.0,61.0,0.0,999.9,1,75
6,2016,07,02,2016-07-02,BRONX,69.4,62.8,1011.9,7.2,11.8,22.0,33.0,75.9,61.0,0.76,999.9,1,54
7,2016,07,03,2016-07-03,BRONX,67.2,58.0,1017.1,10.0,9.6,14.0,999.9,75.9,55.9,0.0,999.9,0,48
1,2016,07,04,2016-07-04,BRONX,68.4,62.6,1017.2,9.9,11.7,15.0,999.9,75.9,55.9,0.0,999.9,0,52
2,2016,07,05,2016-07-05,BRONX,67.1,65.3,1009.7,6.2,9.2,15.0,999.9,75.9,64.0,0.62,999.9,1,52
3,2016,07,06,2016-07-06,BRONX,71.8,65.3,1009.9,8.6,6.5,13.0,999.9,81.0,64.0,1.5,999.9,1,61
4,2016,07,07,2016-07-07,BRONX,68.7,66.7,1010.4,4.1,5.9,8.9,999.9,81.0,64.0,0.0,999.9,1,68
5,2016,07,08,2016-07-08,BRONX,65.7,64.2,1009.2,3.2,10.0,21.0,27.0,70.0,60.8,0.32,999.9,1,56
6,2016,07,09,2016-07-09,BRONX,61.7,58.6,1011.6,6.5,10.8,13.0,999.9,70.0,59.0,0.62,999.9,0,57
7,2016,07,10,2016-07-10,BRONX,63.0,60.1,1010.6,6.8,7.7,11.1,999.9,70.0,59.0,0.1,999.9,1,46
1,2016,07,11,2016-07-11,BRONX,63.1,58.4,1016.8,9.9,4.9,7.0,999.9,70.0,55.0,0.01,999.9,0,59
2,2016,07,12,2016-07-12,BRONX,66.7,61.2,1019.1,10.0,7.3,13.0,999.9,78.1,55.0,0.0,999.9,0,63
3,2016,07,13,2016-07-13,BRONX,67.2,63.3,1019.3,10.0,9.2,14.0,999.9,78.1,57.9,0.0,999.9,0,62
4,2016,07,14,2016-07-14,BRONX,69.1,65.9,1016.0,9.3,10.9,18.1,22.0,75.0,64.0,0.0,999.9,0,84
5,2016,07,15,2016-07-15,BRONX,70.7,67.9,1011.3,5.2,9.6,14.0,21.0,75.0,66.0,0.0,999.9,1,81
6,2016,07,16,2016-07-16,BRONX,73.5,67.3,1015.4,7.0,6.4,9.9,999.9,84.9,66.9,0.0,999.9,0,65
