"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","tmsplitcheckcombined2.visib","wdsp","tmsplitcheckcombined2.Num_collision"
"199",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,72.2,69,9.7,7.2,0.9
"200",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,70.8,68.3,6,5.8,0.785714285714286
"201",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,70.8,66.9,9,5.3,0.678571428571429
"202",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,67.5,64.8,6.7,6.8,0.528571428571429
"203",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,68.2,62.4,9.3,9.2,0.542857142857143
"204",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,66.9,61.9,9.7,8.4,0.628571428571429
"205",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,67.4,60,10,7.7,0.792857142857143
"206",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,64.2,57.8,10,4.6,0.857142857142857
"207",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,65.3,60.4,9.3,5,0.685714285714286
"208",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,71.3,67.5,9.8,10.7,0.492857142857143
"209",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,74.2,65,8.1,9.9,0.485714285714286
"210",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,71.3,61.3,10,6.3,0.571428571428571
"211",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,71.5,64.7,10,6.6,0.6
"212",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,70.6,67.2,9.9,8.6,0.692857142857143
"213",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,73.6,71.8,4.7,11.1,0.642857142857143
"214",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,74.3,72.2,4.5,12.3,0.85
"215",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,75.9,73.3,5.4,9.2,0.607142857142857
"216",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,75.3,73.3,4.6,9.9,0.557142857142857
"217",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,77.5,69.4,8.8,8.5,0.585714285714286
"218",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,73.1,69,10,7.9,0.735714285714286
"219",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,76.5,70,8.4,14.7,0.821428571428571
"220",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,71.5,65.7,9.9,6.1,0.628571428571429
"221",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,74.4,65.7,10,8.2,0.842857142857143
"222",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,69.1,62.1,10,8.5,0.692857142857143
"223",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,68.3,63.6,9.6,9,0.642857142857143
"224",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,73.8,66.7,6.7,10.4,0.628571428571429
"225",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,69,52.6,10,10.4,0.7
"226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,70.1,63.3,10,8.5,0.571428571428571
"227",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,71.7,66.5,10,10.4,0.714285714285714
"228",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,73.4,70,9.7,10.1,0.778571428571429
"229",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,74.4,64.2,7.7,8.3,0.642857142857143
"230",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,67.7,61.7,8.7,5.8,0.535714285714286
"231",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,72.5,66.3,9.8,9.5,0.635714285714286
"232",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,67.7,59.2,10,6.1,0.514285714285714
"233",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,70.4,65.7,10,9.1,0.65
"234",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016,71.5,67,9.7,6.8,0.635714285714286
"235",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2016,69.2,63.2,9.4,9.9,0.692857142857143
"236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2016,63.2,57.5,10,5.7,0.585714285714286
"237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2016,64,59.8,7,23.8,0.378571428571429
"238",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,69.9,65.8,7.9,15.2,0.678571428571429
"239",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2016,70.3,66.8,8.4,13.1,0.678571428571429
"240",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016,68.5,66.8,6.3,9,0.685714285714286
"241",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2016,71.4,68.3,5.9,10.3,0.857142857142857
"242",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2016,71.9,67,6.7,7,0.735714285714286
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2016,71.3,67.8,6.4,11.9,0.528571428571429
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2016,65.1,52.1,10,7.9,0.678571428571429
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,64.1,55.9,10,8.9,0.764285714285714
"246",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2016,68.4,61.8,10,12.4,0.9
"247",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016,64.5,53.4,10,14.4,0.75
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2016,57.7,47.7,10,6.4,0.814285714285714
"249",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2016,62.6,57.6,9.7,6,0.664285714285714
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2016,70.6,67.3,9.3,11.1,0.542857142857143
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2016,71,68.8,7.6,8.1,0.642857142857143
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,71.1,69.3,8.7,5.6,0.607142857142857
"253",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2016,70,64.4,5.3,6.4,0.65
"254",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016,67.2,57.8,10,3.7,0.714285714285714
"255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2016,66.3,62.1,9.5,5.8,0.742857142857143
"256",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2016,60.7,49.5,10,12.7,0.578571428571429
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2016,57.6,39.4,10,10.8,0.535714285714286
"258",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2016,55.2,41.1,10,5.3,0.614285714285714
"259",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,65.4,59.8,7.1,11,0.592857142857143
"260",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2016,63.1,60.7,5.7,11.3,0.535714285714286
"261",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016,60,54.9,9.3,17.8,0.621428571428571
"262",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2016,60.1,54.5,7.8,15.6,0.914285714285714
"263",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,62,60.2,1.7,14,0.65
"264",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,61.3,59.2,4.4,9,0.492857142857143
"265",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2016,60.5,56.1,9.9,4.4,0.442857142857143
"266",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,60.5,54.2,9.7,12.4,0.578571428571429
"267",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2016,58.7,53.2,10,12.9,0.692857142857143
"268",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2016,57.3,50.9,10,5.8,0.714285714285714
"269",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,55.6,49.7,6.9,2.7,0.807142857142857
"270",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,58.7,55.5,8.5,7.7,0.778571428571429
"271",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,62.2,59.7,6.4,13.8,0.464285714285714
"272",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2016,54.1,43.8,8,24.8,0.521428571428571
"273",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,54.3,42.2,10,10.1,0.75
"274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2016,52.8,46.7,10,5.2,0.385714285714286
"275",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2016,59.6,56.6,9.9,7.3,0.678571428571429
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,55.9,45.7,10,14.2,0.75
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,50.5,38.8,10,6.2,0.764285714285714
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,55.2,47.6,10,9.3,0.571428571428571
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2016,64.5,59,8.4,10,0.585714285714286
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,63.8,61.6,4.6,6.8,0.542857142857143
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2016,65.6,62.5,6.4,11.2,0.742857142857143
"282",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2016,60.4,54.3,9.1,10.5,0.728571428571429
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,64.6,62.1,6,12.9,0.735714285714286
"284",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,61.3,58.9,3.5,12.2,0.871428571428571
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,53.7,35.4,10,21.3,0.5
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2016,57.5,41.6,9.9,12.5,0.664285714285714
"287",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,49.1,29.5,10,14.1,0.621428571428571
"288",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2016,44.7,28.1,10,14.9,0.664285714285714
"289",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2016,46.5,36.4,9.8,8.2,0.971428571428571
"290",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,51.8,46.3,7.7,18.6,0.771428571428571
"291",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,51,44.8,8.8,15.8,0.6
"292",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,61.1,52.4,9.3,11,0.528571428571429
"293",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2016,48.3,41.9,8.2,12.5,0.764285714285714
"294",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,46.2,37.1,10,4.4,0.785714285714286
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2016,55.9,49.9,10,9.9,0.635714285714286
"296",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2016,58.8,56.2,5.1,8.4,0.878571428571429
"297",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,53.6,44.3,10,12.1,0.892857142857143
"298",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2016,47.8,33.6,10,7.9,0.707142857142857
"299",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2016,49.9,42.3,9,10.5,0.442857142857143
"300",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2016,47.4,36.7,9.6,18.8,0.592857142857143
"301",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,47.2,38.2,10,7.1,0.65
"302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2016,51.6,46.1,8.8,4.6,0.6
"303",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2016,49.4,40.5,10,10.9,0.814285714285714
"304",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,54.9,41,10,16,0.778571428571429
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2016,42.1,25.4,10,13.9,0.671428571428571
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2016,51.3,36.2,10,14.2,0.55
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2016,54.4,44.6,9.6,10.8,0.714285714285714
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,54.8,50.1,8.6,9.9,0.878571428571429
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2016,54.4,49.5,8,12.8,0.728571428571429
"310",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2016,48.6,43,9.6,8.4,0.878571428571429
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,50.9,44.1,10,18,0.8
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2016,50.1,47.2,6.6,12.3,0.692857142857143
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2016,47,42.3,5.5,14.4,0.564285714285714
"314",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2016,38.8,23.3,10,21.2,0.671428571428571
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,37.7,21.4,10,15.1,0.778571428571429
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2016,37.1,23.3,10,12,0.771428571428571
"317",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2016,42.2,34.3,10,6,0.371428571428571
"318",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,48.6,43.1,10,6.9,0.392857142857143
"319",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2016,47,45,6.8,6.3,0.514285714285714
"320",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2016,43.4,34.6,10,13.2,0.521428571428571
"321",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2016,39.5,26.7,10,11.2,0.478571428571429
"322",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,43.8,38.5,8.5,9.7,0.757142857142857
"323",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2016,52.9,51.3,4.1,12.6,0.821428571428571
"324",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,36.2,31.3,5.9,11.5,0.514285714285714
"325",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,49.8,48,2.5,13.2,0.45
"326",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,35.3,22.9,9.9,14.1,0.742857142857143
"327",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,34.8,25.3,10,7,0.621428571428571
"328",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,38.8,29,10,9.7,0.535714285714286
"329",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,38.9,32.3,10,6.5,0.671428571428571
"330",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,39,28.8,10,12.7,0.55
"331",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,44.1,39.3,8.2,10.7,0.364285714285714
"332",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,49.8,46.9,4.4,17.5,0.514285714285714
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,39.1,26.8,10,9.8,0.535714285714286
"334",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,37.3,29.4,8.6,10.3,0.621428571428571
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,40.4,29.9,9.5,18.2,0.5
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,35.8,21.1,10,14.1,0.385714285714286
"337",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,53.4,49.7,6.6,15.6,0.742857142857143
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,46.4,32.8,10,12.9,0.75
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,43.8,28.3,10,15.1,0.678571428571429
"340",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,38.2,24.3,10,14.6,0.528571428571429
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,37.9,30.9,9.5,6.6,0.75
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,41.7,31.3,10,11.9,0.692857142857143
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,42.8,37.1,8.8,7.6,0.714285714285714
"344",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,42.7,35.1,9.8,6.4,0.792857142857143
"345",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,36.6,19.2,10,15.4,0.771428571428571
"346",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,28.2,9.9,10,12.8,0.635714285714286
"347",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,29.9,13.3,10,7.5,0.585714285714286
"348",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,43.6,40.4,6.5,14.2,0.6
"349",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,39.7,26.9,9.8,9.7,0.678571428571429
"350",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,41.2,31.1,9.8,8.2,0.8
"351",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,29.8,14,8.8,13.8,0.785714285714286
"352",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,18.2,-2.1,10,17.8,0.864285714285714
"353",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,44.4,33.6,9,13.4,0.456521739130435
"354",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,37.4,28.7,10,7.1,0.384057971014493
"355",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,44.3,40.7,5.4,15.2,0.666666666666667
"356",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,46.5,43.7,6.2,13.6,0.543478260869565
"357",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,36.4,19.7,10,15.4,0.5
"358",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,31.7,25.8,6.1,8.9,0.471014492753623
"359",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,31.3,24.9,5.7,13.4,0.666666666666667
"360",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,24.1,15.9,6.1,19.5,0.405797101449275
"361",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,18.3,5.7,10,11,0.601449275362319
"362",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,35.6,26.3,10,13.6,0.579710144927536
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,45,40.9,6.5,15.1,0.543478260869565
"364",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,47.8,45.5,5.4,12.6,0.514492753623188
"365",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,46.8,37.5,7.2,12.6,0.507246376811594
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,29.8,13.4,10,10.2,0.456521739130435
"367",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,33.6,24.8,9,10.8,0.536231884057971
"368",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,31.6,20.7,10,6.2,0.369565217391304
"369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,40,30.9,9.6,8.4,0.644927536231884
"370",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,41.6,38.5,4.5,13.8,0.58695652173913
"371",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,40.7,36.9,7.4,7.6,0.673913043478261
"372",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,39.9,32.5,10,4.3,0.666666666666667
"373",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,42.3,37.5,6.7,7.5,0.398550724637681
"374",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,43.2,40.4,4.5,8.4,0.391304347826087
"375",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,40.9,34.4,8.8,18.6,0.891304347826087
"376",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,48.9,46.9,2.3,17.2,0.58695652173913
"377",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,41.1,35.1,8.5,17.4,0.623188405797101
"378",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,44.3,39.9,9,9.7,0.63768115942029
"379",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,42.1,29.8,9.9,20.3,0.652173913043478
"380",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,38.7,23.1,10,18.3,0.572463768115942
"381",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,38,26.4,9.9,10.2,0.471014492753623
"382",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,34,23.1,9.7,6.5,0.427536231884058
"383",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,28.1,14.6,8.2,9.8,0.528985507246377
"384",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,38.7,31.3,9.7,10.5,0.702898550724638
"385",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,37.7,24.2,10,9.9,0.565217391304348
"386",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,30.9,14,10,9,0.58695652173913
"387",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,28.4,10.8,10,14.1,0.521739130434783
"388",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,36.1,23.7,9.5,11.5,0.420289855072464
"389",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,37.5,21,10,14.4,0.557971014492754
"390",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,38.1,32.2,8.4,9.2,0.550724637681159
"391",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,46.2,43.9,2.8,10.1,0.666666666666667
"392",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,38.1,33.3,7,17.8,0.384057971014493
"393",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,21,9.1,7.9,21.5,0.695652173913043
"394",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,32,24.7,8.4,10,0.630434782608696
"395",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,35.6,32.1,7.9,15.2,0.398550724637681
"396",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,35.9,30.3,6.5,19.7,0.681159420289855
"397",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,30.1,19.1,10,15.1,0.717391304347826
"398",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,36.6,32.7,7.5,8.7,0.58695652173913
"399",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,36.1,28.8,9.2,14.4,0.579710144927536
"400",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,31.8,17.3,10,14,0.644927536231884
"401",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,37,26.6,9.8,10.4,0.478260869565217
"402",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,47.8,36.9,9.5,13.9,0.456521739130435
"403",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,41.9,29.5,10,11.7,0.384057971014493
"404",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,37.1,26.6,10,6.9,0.514492753623188
"405",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,40.6,35.2,9.7,7.8,0.485507246376812
"406",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,44,41.7,5.2,8.2,0.572463768115942
"407",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,47.5,44.3,6.9,10,0.77536231884058
